trade_date,month,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,risk_notes,open,close,return_pct
2026-06-09,2026-06,41,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118056.SH,路维转债,688401,路维光电,先进封装,C,概念竞价强度-0.05%,成交额偏低6.0万,280.0,291.543,4.1225
2026-06-09,2026-06,42,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118057.SH,甬矽转债,688362,甬矽电子,先进封装,C,概念竞价强度-0.05%,强赎中；成交额偏低21.1万；退市日期2026-06-16,190.0,200.387,5.4668
2026-06-09,2026-06,43,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118059.SH,颀中转债,688352,颀中科技,先进封装,C,概念竞价强度-0.05%,成交额偏低7.0万,198.197,202.504,2.1731
2026-06-09,2026-06,44,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118062.SH,天准转债,688003,天准科技,先进封装,C,概念竞价强度-0.05%,成交额偏低8.5万,275.555,264.263,-4.0979
2026-06-30,2026-06,3,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),110081.SH,闻泰转债,600745,*ST闻泰,苹果概念,A,概念竞价强度0.21%,成交额偏低6.5万；剩余规模80.63亿,96.376,92.498,-4.0238
2026-06-30,2026-06,6,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),111012.SH,福新转债,605488,福莱新材,苹果概念,A,概念竞价强度0.21%,成交额偏低15.3万,269.0,293.944,9.2729
2026-06-30,2026-06,8,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),113046.SH,金田转债,601609,金田股份,苹果概念,A,概念竞价强度0.21%,成交额偏低1.2万；剩余规模14.99亿,128.999,133.384,3.3993
2026-06-30,2026-06,15,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118024.SH,冠宇转债,688772,珠海冠宇,苹果概念,A,概念竞价强度0.21%,成交额偏低1.9万；剩余规模30.89亿,126.96,129.91,2.3236
2026-06-30,2026-06,17,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118061.SH,茂莱转债,688502,茂莱光学,光学元件,A,概念竞价强度0.74%,成交额偏低29.8万,221.0,263.852,19.39
2026-06-30,2026-06,18,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118062.SH,天准转债,688003,天准科技,苹果概念,A,概念竞价强度0.21%,成交额偏低13.2万,281.475,312.023,10.8528
2026-06-30,2026-06,19,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118066.SH,统联转债,688210,统联精密,苹果概念,A,概念竞价强度0.21%,成交额偏低0.4万,132.5,136.74,3.2
2026-06-30,2026-06,26,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123138.SZ,丝路转债,300556,丝路视觉,苹果概念,A,概念竞价强度0.21%,成交额偏低0.2万,123.648,124.118,0.3801
2026-06-30,2026-06,27,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123176.SZ,精测转2,300567,精测电子,苹果概念,A,概念竞价强度0.21%,成交额偏低19.8万；剩余规模12.75亿,508.0,537.278,5.7634
2026-06-30,2026-06,28,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123193.SZ,海能转债,300787,海能实业,苹果概念,A,概念竞价强度0.21%,成交额偏低0.3万,123.356,124.456,0.8917
2026-06-30,2026-06,29,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123237.SZ,佳禾转债,300793,佳禾智能,苹果概念,A,概念竞价强度0.21%,成交额偏低0.4万,128.688,130.79,1.6334
2026-06-30,2026-06,30,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123262.SZ,神宇转债,300563,神宇股份,苹果概念,A,概念竞价强度0.21%,成交额偏低3.1万,131.963,140.305,6.3215
2026-06-30,2026-06,40,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),128136.SZ,立讯转债,002475,立讯精密,苹果概念,A,概念竞价强度0.21%,成交额偏低4.0万；剩余规模29.85亿,138.4,141.0,1.8786
